market_id,prefix
OR_PEN,979
OR_PEN,994
OR_POR,970
OR_POR,971
OR_POR,972
OR_POR,973
OR_POR,986
OR_POR,974
OR_POR,985
PA_ALL,180
PA_ALL,181
PA_ALL,182
PA_ALL,183
PA_ALL,184
PA_ALL,185
PA_ALL,186
PA_ALL,187
PA_ALL,189
PA_ALL,078
PA_ALL,085
PA_ALL,088
PA_ALL,178
PA_ALL,179
PA_ALL,188
PA_ALL,193
PA_ALL,194
PA_ALL,195
PA_ALL,196
PA_ERI,163
PA_ERI,164
PA_ERI,165
PA_ERI,167
PA_ERI,147
PA_ERI,160
PA_ERI,161
PA_ERI,162
PA_ERI,444
PA_ERI,445
PA_HAR,166
PA_HAR,168
PA_HAR,170
PA_HAR,171
PA_HAR,172
PA_HAR,173
PA_HAR,174
PA_HAR,175
PA_HAR,176
PA_HAR,177
PA_HAR,178
PA_HAR,179
PA_HAR,180
PA_HAR,181
PA_HAR,182
PA_HAR,185
PA_HAR,186
PA_HAR,187
PA_HAR,192
PA_HAR,193
PA_HAR,194
PA_HAR,195
PA_HAR,196
PA_PHI,080
PA_PHI,081
PA_PHI,082
PA_PHI,083
PA_PHI,084
PA_PHI,190
PA_PHI,191
PA_PHI,192
PA_PHI,193
PA_PHI,194
PA_PHI,195
PA_PHI,196
PA_PHI,085
PA_PHI,086
PA_PHI,173
PA_PHI,174
PA_PHI,175
PA_PHI,176
PA_PHI,179
PA_PHI,180
PA_PHI,181
PA_PHI,189
PA_PHI,197
PA_PHI,198
PA_PHI,219
PA_PIT,150
PA_PIT,151
PA_PIT,152
PA_PIT,153
PA_PIT,154
PA_PIT,155
PA_PIT,156
PA_PIT,157
PA_PIT,158
PA_PIT,159
PA_PIT,160
PA_PIT,161
PA_PIT,162
PA_PIT,260
PA_PIT,265
PA_PIT,439
PA_PIT,163
PA_PIT,164
PA_PIT,165
PA_PIT,444
PA_PIT,445
SC_CHA,294
SC_CHA,284
SC_CHA,295
SC_CHA,298
SC_CHA,299
SC_CHA,314
SC_COL,290
SC_COL,291
SC_COL,292
SC_COL,295
SC_COL,293
SC_COL,294
SC_COL,296
SC_COL,297
SC_COL,298
SC_COL,299
SC_GRE,287
SC_GRE,288
SC_GRE,293
SC_GRE,296
